Actual_Drop_Off,Predicted_Drop_Off,Actual_Conversion_Efficiency,Predicted_Conversion_Efficiency
1,1,0.15,0.1528214
0,0,0.03,0.03427837
1,1,0.08,0.08216041
1,1,0.07,0.06545003
1,1,0.23,0.2285894
1,1,0.21,0.20860116
1,1,0.2,0.19637774
1,1,0.11,0.10660146
1,1,0.17,0.16686757
1,1,0.17,0.17566742
1,1,0.64,0.6424078
1,1,0.51,0.5067317
1,1,0.22,0.22209387
0,0,0.02,0.016611254
0,0,0.02,0.01735687
0,0,0,0.002851896
0,0,0.01,0.014460348
1,1,0.12,0.1210538
1,1,0.05,0.05326166
0,0,0.05,0.050638728
1,1,0.34,0.33562523
1,1,0.1,0.1022667
1,1,0.29,0.28873464
1,1,0.07,0.063158736
1,1,0.18,0.17660892
1,1,0.14,0.1410323
1,1,0.08,0.076828524
1,1,0.04,0.034247875
1,1,0.06,0.050465137
1,1,0.48,0.47176218
1,1,0.1,0.09874424
1,1,0.06,0.060448214
1,1,0.14,0.14195625
1,1,0.54,0.53978336
1,1,0.66,0.65833175
1,1,0.07,0.06740699
0,0,0.03,0.028101146
1,1,0.92,0.92187387
1,1,0.49,0.49174762
1,1,0.08,0.081138
1,1,0.14,0.13938764
0,0,0.01,0.010111034
0,0,0,0.00380902
1,1,0.05,0.0506389
1,1,0.11,0.112198725
1,1,0.66,0.65825313
0,0,0.05,0.050132193
1,1,0.19,0.19167149
1,1,0.1,0.10095593
1,1,0.29,0.2866587
1,1,0.08,0.07642259
1,1,0.13,0.12683272
1,1,0.19,0.19476993
1,1,0.12,0.12077719
1,1,0.04,0.041786134
1,1,0.07,0.072150685
1,1,0.06,0.055436626
1,1,0.08,0.07419203
1,1,0.08,0.07847954
1,1,0.16,0.16374317
1,1,0.21,0.21423511
0,0,0.03,0.028843686
1,1,0.56,0.56283003
0,0,0,0.009518001
0,0,0.04,0.039236955
0,0,0,0.014446463
1,1,0.1,0.10034421
0,0,0,0.005914748
1,1,0.09,0.08951597
1,1,0.58,0.57684356
1,1,0.08,0.07787496
1,1,1.81,1.8065432
1,1,0.13,0.12534183
1,1,0.07,0.067058176
0,0,0,0.009677473
1,1,0.09,0.09301841
0,0,0.05,0.04870745
1,1,0.08,0.080573484
0,0,0.03,0.038220294
1,1,0.16,0.16111885
0,0,0,0.013199028
1,1,0.04,0.04041706
1,1,0.09,0.088726684
0,0,0.01,0.009506002
1,1,0.07,0.068315536
0,0,0.04,0.03500913
0,0,0.02,0.021635251
1,1,0.23,0.23329677
1,1,0.08,0.079205036
1,1,0.17,0.16976653
0,0,0.04,0.04130119
1,1,0.44,0.4339493
1,1,0.1,0.09826553
1,1,0.52,0.5152445
0,0,0.03,0.029448904
1,1,0.11,0.10660647
1,1,0.12,0.119813114
1,1,0.16,0.15725769
1,1,0.25,0.24845241
1,1,0.07,0.059267938
1,1,0.22,0.2190079
0,0,0.03,0.0318457
1,1,0.09,0.08946581
1,1,0.37,0.37316358
0,0,0.04,0.044150677
0,0,0.02,0.02003298
1,1,0.2,0.19711427
1,1,0.43,0.42766446
1,1,0.05,0.05419498
1,1,0.55,0.5475417
1,1,0.1,0.08816312
1,1,0.07,0.06954487
0,0,0.04,0.040359817
1,1,0.09,0.08896802
1,1,0.2,0.19634749
0,0,0.01,0.012444355
1,1,0.25,0.24611126
1,1,0.07,0.06710903
1,1,0.13,0.13378714
0,0,0,0.005328529
1,1,1.25,1.2506319
0,0,0.03,0.033013195
1,1,0.1,0.09874357
1,1,0.22,0.22515543
1,1,0.1,0.09965177
0,0,0.03,0.025940724
1,1,0.13,0.124688104
1,1,0.16,0.15861423
0,0,0.02,0.024465553
1,1,0.24,0.24145825
0,0,0.05,0.04622355
0,0,0.03,0.03326758
0,0,0.03,0.03575065
1,1,1,1.0020475
1,1,0.09,0.09048599
1,1,0.16,0.15375452
1,1,0.62,0.6229331
0,0,0.02,0.02110872
1,1,0.18,0.18442331
0,0,0.02,0.019062528
1,1,0.18,0.17691517
1,1,0.08,0.08311732
1,1,0.1,0.090332836
1,1,0.09,0.08732873
0,0,0.02,0.018817924
0,0,0.05,0.04529497
1,1,0.07,0.059231013
1,1,0.11,0.10241301
0,0,0,0.00361789
0,0,0.05,0.049495425
1,1,0.11,0.11000775
1,1,0.05,0.050191104
1,1,0.05,0.049490668
1,1,0.13,0.13116653
1,1,0.3,0.30008835
0,0,0.03,0.023949128
0,0,0.02,0.017416902
1,1,0.07,0.0635447
1,1,0.5,0.5025931
1,1,0.07,0.066794075
1,1,0.17,0.17206357
1,1,0.05,0.049349412
1,1,0.17,0.16927537
0,0,0.03,0.02728368
1,1,4.08,4.091959
1,1,0.17,0.16931063
1,1,0.13,0.12674944
1,1,0.12,0.11603145
1,1,0.08,0.0806651
0,0,0.03,0.029922782
1,1,0.4,0.40032297
1,1,0.17,0.16983032
1,1,0.06,0.0658889
0,0,0.01,0.015062727
1,1,0.08,0.07694949
1,1,0.31,0.3104512
0,0,0.04,0.040196918
1,1,0.09,0.087385714
1,1,0.24,0.24073763
1,1,0.07,0.07062501
1,1,0.21,0.21632771
1,1,1.47,1.4714925
1,1,0.12,0.12068142
1,1,0.44,0.43621457
1,1,0.08,0.07620053
0,0,0.03,0.030622609
1,1,0.08,0.07030733
1,1,0.07,0.06884
0,0,0.04,0.041486572
1,1,0.05,0.050951518
1,1,1.35,1.3440031
1,1,0.15,0.15252247
1,1,0.22,0.21820025
1,1,0.1,0.095664814
1,1,1.13,1.1311315
0,0,0.03,0.03128494
1,1,0.09,0.08791049
1,1,0.16,0.15965715
1,1,0.3,0.30197233
1,1,0.28,0.27973825
0,0,0.01,0.009967305
1,1,0.88,0.88024795
0,0,0,0.006523255
1,1,0.14,0.14260626
1,1,0.27,0.2697227
1,1,0.07,0.06497587
0,0,0.01,0.006752566
1,1,0.09,0.08946356
1,1,0.1,0.10017915
1,1,0.51,0.51342857
1,1,0.29,0.29425347
1,1,0.07,0.06902738
0,0,0.02,0.021057988
1,1,0.83,0.82467467
1,1,1.5,1.5034019
1,1,0.42,0.42054868
1,1,0.21,0.20765533
1,1,2.31,2.315294
0,0,0.02,0.025615044
1,1,0.13,0.13147686
0,0,0.04,0.038536817
1,1,0.17,0.16836417
1,1,0.07,0.06593357
0,0,0,0.00776954
1,1,0.11,0.110082656
0,0,0.02,0.020697946
1,1,0.1,0.09704104
1,1,0.07,0.06640218
1,1,0.28,0.28072876
1,1,0.06,0.061010346
1,1,0.09,0.08227813
1,1,0.13,0.13199033
0,0,0.03,0.030717095
1,1,0.07,0.06697704
0,0,0.05,0.04338925
1,1,0.33,0.32729328
1,1,0.17,0.16422825
1,1,0.14,0.13577501
1,1,2.18,2.186661
0,0,0,0.006834619
1,1,0.03,0.034289822
0,0,0.04,0.042727932
1,1,0.09,0.09030095
1,1,0.69,0.6894515
1,1,1.88,1.8812664
1,1,2.21,2.2153404
0,0,0.01,0.011291068
1,1,0.08,0.07033448
0,0,0.03,0.02723029
0,0,0.02,0.019837093
0,0,0,0.005122401
0,0,0.02,0.020694803
1,1,0.12,0.118395865
0,0,0.04,0.043982968
1,1,0.15,0.15194777
1,1,0.09,0.081432045
1,1,0.12,0.12290974
1,1,0.06,0.06291422
1,1,0.11,0.10462366
0,0,0.05,0.052072935
1,1,0.15,0.1547582
1,1,1,1.000492
1,1,0.45,0.45366752
1,1,0.06,0.056881644
0,0,0.03,0.029697746
1,1,0.13,0.13298081
1,1,0.18,0.1800072
0,0,0.02,0.022880618
1,1,0.2,0.19862078
1,1,0.06,0.0591069
0,0,0.03,0.025980119
1,1,0.18,0.18315019
0,0,0.05,0.047665134
1,1,0.25,0.24871986
0,0,0,0.004182547
1,1,0.07,0.06880601
1,1,0.1,0.0957903
1,1,0.08,0.0812418
1,1,0.2,0.19776632
0,0,0.05,0.04910244
0,0,0.04,0.036456935
1,1,0.08,0.0763065
1,1,0.15,0.14508584
1,1,0.11,0.10899727
1,1,1.47,1.4680763
1,1,0.18,0.1795706
0,0,0.01,0.008365132
1,1,0.12,0.11598992
1,1,0.28,0.28108498
0,0,0.03,0.03376319
1,1,0.31,0.30721354
1,1,0.44,0.4395188
0,0,0.05,0.044464067
1,1,0.1,0.10114929
1,1,0.27,0.26967564
0,0,0.04,0.04149084
0,0,0.03,0.02692397
0,0,0.01,0.012067344
1,1,0.1,0.09670146
1,1,0.87,0.8705021
1,1,0.58,0.5762903
1,1,0.43,0.43039054
1,1,0.07,0.072206035
1,1,0.06,0.06274231
1,1,0.08,0.07836293
1,1,0.26,0.25743994
1,1,0.46,0.45959544
1,1,0.14,0.13377802
1,1,0.15,0.15191405
0,0,0.03,0.030176267
1,1,0.15,0.1499572
0,0,0.03,0.03201729
0,0,0.04,0.0437167
1,1,0.09,0.09145002
0,0,0.03,0.031062748
0,0,0.02,0.025038114
1,1,0.1,0.098130554
0,0,0.04,0.037936687
1,1,0.13,0.119494304
0,0,0.01,0.012746334
0,0,0.03,0.025016805
0,0,0.04,0.03954787
1,1,0.07,0.06901352
1,1,0.55,0.55251026
0,0,0.04,0.047018807
0,0,0.02,0.023992442
0,0,0.02,0.022096543
1,1,0.14,0.13582459
0,0,0.02,0.021340206
1,1,0.15,0.14665143
1,1,0.75,0.7509452
1,1,0.14,0.14088286
1,1,0.08,0.08420019
1,1,0.07,0.0731643
0,0,0.01,0.017214999
0,0,0.04,0.04248903
1,1,0.13,0.12982936
1,1,0.13,0.1264255
0,0,0.02,0.0211512
0,0,0.04,0.03685679
0,0,0.04,0.036222186
1,1,0.11,0.108735815
1,1,0.12,0.11825107
1,1,0.1,0.09808068
0,0,0.04,0.03927307
0,0,0.04,0.038641132
1,1,0.18,0.18189271
0,0,0.05,0.046796963
1,1,0.18,0.18008329
1,1,0.16,0.16369079
1,1,0.1,0.10059936
1,1,0.04,0.03813702
0,0,0,0.003041938
0,0,0.05,0.05089014
1,1,0.1,0.0997117
0,0,0.04,0.034591034
0,0,0.03,0.032906946
1,1,0.33,0.33171672
0,0,0,0.019708686
1,1,0.09,0.09268089
0,0,0.01,0.015727382
1,1,0.14,0.13685529
0,0,0.01,0.012319058
1,1,1.53,1.5317454
1,1,0.09,0.087996855
0,0,0.01,0.014104337
1,1,1.25,1.2526381
1,1,0.13,0.12492088
1,1,0.16,0.15758827
1,1,0.15,0.15091658
1,1,0.16,0.15626012
1,1,0.12,0.11922018
1,1,0.33,0.32842237
1,1,0.07,0.0729776
1,1,0.4,0.39626455
1,1,0.14,0.1394515
0,0,0,0.004521474
1,1,0.07,0.0748951
1,1,0.28,0.27675116
1,1,0.04,0.03364931
1,1,0.35,0.3412792
1,1,0.3,0.29804176
1,1,0.11,0.10838847
1,1,0.14,0.1380253
1,1,0.11,0.10536671
1,1,0.04,0.038271323
1,1,0.25,0.2504409
1,1,0.06,0.05727667
1,1,4.5,4.51236
1,1,0.45,0.44670904
0,0,0.02,0.021344204
0,0,0.03,0.025417872
0,0,0,0.012561142
1,1,0.05,0.044261485
1,1,1.67,1.673597
1,1,0.09,0.08724044
1,1,0.07,0.07012479
1,1,0.12,0.11997844
1,1,0.06,0.05811686
1,1,0.14,0.13851996
1,1,0.14,0.14365512
1,1,0.09,0.085167974
1,1,0.12,0.11991732
1,1,0.16,0.15350907
1,1,0.12,0.12709142
1,1,0.06,0.058000334
0,0,0.04,0.03590646
0,0,0.01,0.014202375
1,1,1.92,1.9265945
1,1,0.38,0.38072538
1,1,0.06,0.05840619
1,1,0.18,0.18069686
1,1,0.09,0.093091026
0,0,0.05,0.04606755
1,1,0.09,0.08268441
0,0,0.03,0.03186654
0,0,0.04,0.03899672
1,1,0.13,0.12275733
1,1,0.18,0.17949516
0,0,0.01,0.018687915
1,1,0.29,0.28890336
1,1,0.49,0.49206865
0,0,0.05,0.049549073
1,1,0.06,0.05227008
1,1,0.09,0.088606
1,1,0.06,0.055672422
1,1,0.14,0.14167704
1,1,0.06,0.05839005
1,1,0.14,0.13203166
1,1,0.81,0.8133124
1,1,0.08,0.07608484
1,1,0.16,0.1605443
1,1,0.08,0.082004234
1,1,0.18,0.17311738
1,1,0.5,0.4981929
1,1,0.12,0.115042135
1,1,0.14,0.13474825
1,1,0.14,0.13918482
1,1,0.2,0.20128112
1,1,0.08,0.08144306
0,0,0.04,0.041997425
1,1,0.06,0.060673684
1,1,0.33,0.32865214
1,1,0.06,0.0633084
1,1,0.29,0.2883315
1,1,0.12,0.12117991
0,0,0.03,0.027275752
1,1,0.08,0.08329491
0,0,0.01,0.015561603
1,1,0.25,0.25351045
1,1,0.17,0.16352496
1,1,0.51,0.50921977
1,1,0.09,0.0823317
0,0,0.02,0.020724537
1,1,0.12,0.11621007
1,1,0.14,0.13908806
1,1,0.24,0.23964639
1,1,0.15,0.14959481
1,1,0.28,0.2802074
1,1,0.32,0.31998307
1,1,0.37,0.36840177
1,1,0.3,0.30219996
1,1,0.07,0.07205208
1,1,0.24,0.2358089
1,1,0.11,0.1063488
1,1,0.48,0.47411245
1,1,0.2,0.20132004
1,1,1.44,1.4436171
1,1,0.49,0.4897864
0,0,0.02,0.02986537
1,1,0.1,0.09898777
1,1,0.58,0.58172995
1,1,0.09,0.09952019
1,1,0.23,0.22964308
1,1,0.07,0.07155545
0,0,0,0.002120405
1,1,0.39,0.38611996
1,1,0.09,0.08851726
0,0,0.02,0.02079659
1,1,0.12,0.12819092
1,1,0.18,0.1788824
1,1,0.12,0.116522506
1,1,0.15,0.15588048
1,1,0.33,0.32825857
1,1,0.11,0.11067626
0,0,0.03,0.029881323
1,1,0.13,0.1238368
0,0,0,0.006917905
1,1,0.23,0.22905664
1,1,0.09,0.090713456
1,1,0.24,0.23989724
1,1,0.6,0.60137707
1,1,0.09,0.09009834
1,1,0.16,0.15447156
0,0,0.04,0.040329374
1,1,0.4,0.3978411
0,0,0,0.00414902
1,1,0.33,0.3249923
1,1,0.09,0.08821271
1,1,0.08,0.07648598
1,1,0.51,0.503761
1,1,0.21,0.20845447
1,1,0.14,0.14410783
0,0,0.05,0.052037455
0,0,0.04,0.039902788
1,1,0.08,0.07779528
0,0,0,0.003986932
1,1,0.05,0.055271342
1,1,0.13,0.12954114
1,1,0.06,0.06937642
1,1,0.09,0.08482383
1,1,0.13,0.1272102
1,1,0.09,0.08345245
1,1,0.07,0.0667335
1,1,0.07,0.06623797
1,1,0.1,0.09234716
1,1,0.08,0.08011709
1,1,0.07,0.06805614
1,1,0.21,0.21874987
1,1,0.22,0.21908036
1,1,0.11,0.104181156
1,1,0.17,0.16726732
1,1,0.06,0.05610524
1,1,0.14,0.1384237
1,1,0.21,0.21419919
1,1,0.11,0.10686132
1,1,0.09,0.08851929
1,1,0.12,0.11003126
0,0,0.03,0.03179625
0,0,0.01,0.016626261
1,1,0.59,0.5920903
1,1,0.3,0.29748333
1,1,0.05,0.04592018
1,1,0.14,0.13602543
1,1,0.1,0.09929024
1,1,0.12,0.116529
1,1,0.16,0.16270342
1,1,0.06,0.057573408
1,1,0.06,0.056540623
0,0,0.02,0.032908227
1,1,0.32,0.3182255
1,1,0.1,0.09840156
1,1,0.12,0.11611605
1,1,0.45,0.44885868
0,0,0.02,0.020117145
1,1,0.06,0.055251703
0,0,0.03,0.030402197
0,0,0.03,0.030546566
0,0,0.04,0.04429367
1,1,0.09,0.08674632
1,1,0.08,0.07772303
1,1,0.13,0.12757751
1,1,0.14,0.13794471
1,1,0.08,0.07959001
1,1,0.08,0.07861394
1,1,0.09,0.08102901
1,1,0.22,0.21665128
1,1,0.19,0.1880549
0,0,0.04,0.04346657
1,1,0.53,0.5239788
1,1,0.86,0.8628609
1,1,0.34,0.33589625
0,0,0.03,0.03220599
1,1,0.33,0.32795465
0,0,0,0.007644191
1,1,0.12,0.118611425
0,0,0.01,0.012048446
0,0,0.01,0.013811149
0,0,0.02,0.02373682
1,1,0.14,0.14217705
1,1,0.04,0.044247523
1,1,0.09,0.09012543
1,1,0.12,0.114192665
1,1,0.1,0.08888467
0,0,0.03,0.031659354
1,1,0.09,0.08709194
1,1,0.17,0.16495663
1,1,0.24,0.23583995
1,1,0.1,0.0954863
1,1,0.07,0.07183875
1,1,0.09,0.092121944
1,1,0.15,0.14407615
1,1,0.15,0.14993693
1,1,0.41,0.41272616
1,1,0.16,0.15708727
1,1,1.75,1.7533486
1,1,0.09,0.088981956
1,1,0.18,0.18570442
1,1,0.16,0.15758462
1,1,1.52,1.5226161
1,1,0.73,0.72888935
0,0,0.02,0.019535374
1,1,0.63,0.6334204
1,1,0.06,0.05330003
1,1,0.12,0.11866246
1,1,0.07,0.07154805
0,0,0.04,0.047217373
1,1,0.08,0.07483429
1,1,0.16,0.16257815
1,1,0.07,0.072502255
1,1,0.32,0.3217048
1,1,0.44,0.4391532
0,0,0.01,0.007907599
1,1,0.15,0.14923623
0,0,0.05,0.047418162
0,0,0.03,0.025372678
1,1,0.09,0.09279141
1,1,2.43,2.4365618
1,1,0.07,0.0668313
1,1,0.07,0.073727876
1,1,0.11,0.10726331
1,1,0.11,0.11040458
1,1,0.15,0.14932087
1,1,0.13,0.13177238
1,1,0.08,0.07259154
1,1,0.14,0.13991807
0,0,0,0.01250466
1,1,0.21,0.21034914
0,0,0.05,0.04477203
0,0,0,0.004759818
1,1,0.06,0.05325629
1,1,0.57,0.55784416
1,1,0.18,0.18051128
1,1,0.08,0.07687257
1,1,0.07,0.06342657
1,1,0.19,0.19338968
0,1,0.05,0.051958397
1,1,0.39,0.39041018
1,1,0.2,0.2017041
1,1,0.17,0.1732949
1,1,0.1,0.09875691
1,1,0.09,0.086397216
1,1,0.07,0.068949506
1,1,0.06,0.060143486
1,1,0.07,0.07563765
1,1,1.05,1.0509974
0,0,0.03,0.030122168
1,1,0.6,0.6022201
1,1,0.23,0.22802205
1,1,0.05,0.049013153
1,1,0.4,0.40023506
0,0,0.02,0.022794794
1,1,0.23,0.23267014
1,1,0.05,0.054454602
1,1,0.25,0.2516427
0,0,0.05,0.047168404
1,1,0.06,0.060963973
1,1,0.11,0.114517495
0,0,0.02,0.019694932
0,0,0,0.006665215
1,1,0.1,0.0907429
0,0,0.01,0.010659494
1,1,0.08,0.08147682
1,1,0.62,0.621191
1,1,0.09,0.08892195
0,0,0.03,0.032391883
1,1,0.09,0.084903836
1,1,0.16,0.1537353
0,0,0,0.007208202
0,0,0,0.005989105
0,0,0.01,0.017716791
1,1,0.1,0.10002223
1,1,0.17,0.16824263
0,0,0.02,0.022723831
1,1,0.12,0.11794031
1,1,0.11,0.10299386
1,1,1.2,1.2018144
0,0,0.02,0.02075737
1,1,0.12,0.11713943
1,1,0.17,0.17378692
1,1,0.08,0.08395614
1,1,0.15,0.15013081
0,0,0,0.008647703
0,0,0,0.004041493
1,1,0.17,0.17311127
0,0,0.02,0.016866073
1,1,0.08,0.07600014
1,1,0.28,0.27926084
1,1,0.38,0.38118553
1,1,0.09,0.092473686
1,1,0.19,0.18785667
0,0,0,0.012873381
1,1,0.3,0.2991917
1,1,0.1,0.10062274
1,1,0.08,0.07342088
1,1,0.58,0.5844526
1,1,0.43,0.42677218
1,1,0.66,0.65956265
1,1,0.06,0.054642245
1,1,0.14,0.1412745
0,0,0.05,0.0469896
1,1,0.51,0.50494725
0,0,0.03,0.027209964
0,0,0.05,0.050561473
1,1,0.16,0.16461998
1,1,0.1,0.09894191
1,1,0.24,0.23663808
0,0,0.03,0.027605267
0,0,0.04,0.04390076
0,0,0.02,0.021349054
0,0,0.05,0.046380512
1,1,0.17,0.18018
0,0,0.05,0.048751898
1,1,0.16,0.15766974
1,1,0.1,0.09977135
1,1,0.23,0.23239408
0,0,0.02,0.021770641
1,1,0.12,0.119019315
0,0,0.02,0.017198995
0,0,0.02,0.020748623
1,1,0.08,0.07505967
1,1,0.07,0.064126
1,1,0.09,0.08960478
1,1,0.06,0.06264131
1,1,0.37,0.36574805
1,1,0.13,0.12834303
1,1,0.14,0.14274155
1,1,0.23,0.23538892
1,1,0.15,0.14549786
0,0,0,0.008410119
1,1,0.26,0.26127148
1,1,0.08,0.07407786
1,1,0.17,0.1681811
0,0,0.05,0.04582675
1,1,0.61,0.6045212
0,0,0.02,0.018034438
1,1,0.26,0.25820225
1,1,0.18,0.1778822
1,1,0.63,0.6249171
1,1,0.19,0.18924694
0,0,0.01,0.009513743
1,1,1.18,1.1786126
1,1,0.08,0.09504072
1,1,0.15,0.14941014
0,0,0.01,0.009115059
0,0,0.04,0.04393944
0,0,0.03,0.03136033
1,1,0.08,0.08126108
1,1,0.13,0.1297894
0,0,0,0.015883483
1,1,0.5,0.49834317
1,1,0.31,0.31255788
1,1,0.29,0.28821874
1,1,0.42,0.41736174
1,1,0.08,0.095014825
1,1,0.18,0.1767314
0,0,0.04,0.038080003
0,0,0.01,0.012408823
1,1,0.13,0.12379393
1,1,0.18,0.17606299
1,1,0.18,0.17478575
1,1,0.3,0.29839146
0,0,0.03,0.033922672
1,1,0.43,0.42489088
1,1,3.29,3.2994876
0,0,0.03,0.026209773
0,0,0,0.002982352
1,1,0.09,0.09046972
1,1,0.59,0.58803797
0,0,0.02,0.020392224
0,0,0.01,0.018542647
1,1,0.16,0.1538855
1,1,0.07,0.07206784
0,0,0.05,0.048406485
0,0,0.01,0.007769022
0,0,0.04,0.043179806
0,0,0.01,0.016166024
1,1,0.08,0.08108845
0,0,0.05,0.051095765
1,1,0.29,0.28974804
1,1,0.06,0.050203264
0,0,0.04,0.03470175
0,0,0.03,0.030792091
1,1,0.38,0.37929666
1,1,0.05,0.048769087
1,1,0.2,0.1979643
0,0,0.01,0.008056335
1,1,0.07,0.07420134
1,1,0.03,0.030053452
0,0,0.02,0.023576718
0,0,0.05,0.04946347
0,0,0.04,0.03682687
1,1,0.58,0.57940024
1,1,0.19,0.18739073
0,0,0.04,0.03879171
0,0,0.02,0.023280181
0,0,0.04,0.044572663
0,0,0.02,0.022121157
0,0,0.02,0.021689095
1,1,0.07,0.07313719
1,1,0.05,0.051205486
1,1,0.09,0.08911669
0,0,0,0.021512663
0,0,0.01,0.013384953
1,1,0.22,0.21911249
1,1,0.14,0.14084913
1,1,0.04,0.041898176
1,1,0.16,0.1544523
1,1,0.1,0.09987162
1,1,0.23,0.23282643
1,1,0.09,0.08683132
0,0,0.01,0.020679083
1,1,0.08,0.07890893
1,1,0.09,0.08462678
1,1,0.05,0.051225618
1,1,0.09,0.08874391
0,0,0.01,0.012181941
1,1,0.76,0.76256174
1,1,0.12,0.1202213
0,0,0.01,0.012611505
1,1,0.28,0.27890107
1,1,1.85,1.8436818
1,1,0.1,0.10265754
1,1,0.16,0.16257738
1,1,0.19,0.18845135
1,1,0.1,0.089851946
1,1,0.07,0.06769155
1,1,0.11,0.107059196
1,1,0.2,0.19788226
1,1,0.12,0.11730933
0,0,0,0.003376126
1,1,0.06,0.055743143
1,1,0.26,0.26071566
1,1,0.18,0.18056802
1,1,0.06,0.057582542
1,1,0.46,0.4570222
1,1,0.62,0.6144744
1,1,0.2,0.19981755
1,1,0.37,0.37068492
1,1,0.16,0.15698542
1,1,0.3,0.2968959
1,1,0.12,0.116208196
1,1,0.14,0.13645561
1,1,0.1,0.09929545
1,1,0.07,0.07334189
1,1,0.19,0.1994548
1,1,0.2,0.19753587
1,1,0.06,0.053918153
1,1,0.17,0.17195769
1,1,0.2,0.19993871
1,1,0.06,0.06071195
1,1,0.08,0.07623181
0,0,0.02,0.022906119
1,1,0.53,0.52839106
1,1,0.1,0.09552242
1,1,0.04,0.04112515
0,0,0,0.003375847
1,1,0.18,0.19108786
1,1,0.06,0.059844837
1,1,0.31,0.30612338
1,1,0.11,0.1060994
1,1,0.34,0.33797872
1,1,0.1,0.09697202
1,1,0.34,0.3429562
1,1,0.08,0.07921164
1,1,0.69,0.6947253
1,1,0.25,0.2511837
1,1,0.31,0.30983984
1,1,0.11,0.10926275
1,1,0.85,0.85321873
1,1,0.06,0.058965847
0,0,0.02,0.016903626
1,1,0.41,0.40528184
1,1,0.07,0.0691648
1,1,2.9,2.903335
1,1,0.1,0.10037042
0,0,0.01,0.013932377
1,1,0.06,0.050440736
1,1,0.1,0.098690376
1,1,0.16,0.16088037
1,1,0.06,0.061270043
0,0,0.03,0.033553343
0,0,0.04,0.040193014
1,1,0.08,0.08664094
1,1,0.87,0.8704871
1,1,0.2,0.196606
0,0,0.04,0.037920825
1,1,0.16,0.1624103
1,1,0.28,0.2729655
1,1,0.74,0.7413598
0,0,0,0.012293126
1,1,0.63,0.63348633
1,1,0.48,0.4731241
0,0,0.04,0.04164484
1,1,0.51,0.50886774
1,1,0.06,0.065278456
0,0,0.02,0.022770807
1,1,0.17,0.16880609
0,0,0.01,0.009946577
1,1,0.21,0.20685694
1,1,0.09,0.09137134
1,1,0.11,0.10911612
0,0,0.03,0.030229297
0,0,0.01,0.0203238
1,1,0.36,0.35557252
1,1,0.39,0.39106923
1,1,0.36,0.35929972
0,0,0.03,0.028098045
1,1,1.93,1.9342586
1,1,0.8,0.801574
1,1,0.44,0.43953574
1,1,0.22,0.21852373
1,1,0.12,0.11692022
1,1,0.63,0.63068783
0,0,0.01,0.013397977
1,1,0.83,0.8327732
1,1,0.41,0.40898043
1,1,0.11,0.103664085
1,1,0.32,0.3203106
1,1,0.09,0.08974388
1,1,0.07,0.068556055
1,1,0.51,0.50732124
1,1,0.07,0.07160322
1,1,0.41,0.407386
1,1,0.13,0.12593536
0,0,0.04,0.044901278
0,0,0.02,0.023925535
1,1,0.1,0.09766762
1,1,0.58,0.58211803
1,1,0.15,0.14541668
1,1,0.08,0.079631954
1,1,0.21,0.21126758
1,1,0.11,0.11263506
1,1,0.1,0.09817757
1,1,0.21,0.20683306
1,1,0.11,0.105414346
1,1,0.07,0.070089236
1,1,0.23,0.2280206
1,1,2,1.9969312
0,0,0.05,0.045770988
1,1,0.07,0.06772649
1,1,0.17,0.16792434
1,1,0.11,0.1066712
1,1,0.27,0.2665694
1,1,0.07,0.06563319
1,1,0.13,0.13234426
1,1,0.06,0.062057912
1,1,0.08,0.077975795
1,1,0.09,0.08367136
1,1,0.58,0.5761327
1,1,0.08,0.078379914
1,1,0.08,0.07471833
1,1,0.1,0.09735672
1,1,0.1,0.09701489
1,1,0.26,0.2609172
1,1,0.06,0.061180368
1,1,0.11,0.10921882
1,1,0.18,0.18077013
0,0,0,0.005289264
1,1,0.29,0.29285562
1,1,0.3,0.30001646
1,1,0.07,0.07255606
0,0,0,0.004675143
0,0,0.02,0.019953372
0,0,0.03,0.033272825
0,0,0.03,0.02943428
1,1,0.16,0.15795769
1,1,0.07,0.06988464
0,0,0,0.002551332
0,0,0.01,0.013655692
1,1,0.19,0.19253375
1,1,0.38,0.3795206
0,0,0.04,0.03813393
0,0,0.03,0.03008362
1,1,0.32,0.32241344
0,0,0.04,0.0415562
1,1,0.09,0.08503035
0,0,0.05,0.046705455
0,0,0.05,0.049855724
1,1,0.17,0.16860785
1,1,0.08,0.07355031
0,0,0.01,0.013229184
1,1,0.57,0.56563836
1,1,0.14,0.13530818
1,1,0.17,0.17365573
1,1,1.25,1.2534627
1,1,0.14,0.13646162
1,1,0.1,0.09664908
1,1,0.3,0.29852444
1,1,0.44,0.4377966
1,1,1.37,1.3714377
1,1,0.11,0.11124894
1,1,0.08,0.08300932
0,0,0.04,0.03419819
1,1,0.21,0.206049
1,1,0.21,0.2057591
1,1,0.13,0.124435574
1,1,0.08,0.08034128
0,0,0,0.00363794
0,0,0.01,0.018369012
1,1,0.04,0.043888703
0,0,0,0.004295461
1,1,0.2,0.19984628
0,0,0.03,0.032745976
0,0,0.03,0.03191952
0,0,0.01,0.014869578
1,1,0.43,0.43107247
1,1,0.07,0.06544958
1,1,0.09,0.09323169
0,0,0.02,0.022033563
0,0,0.04,0.04767312
1,1,0.1,0.10108675
1,1,0.12,0.12095837
0,0,0.03,0.0302734
